"chapter","verse","sanskrit","transliteration","translation_danish","translation_english","footnotes_translation_danish","footnotes_transliteration","footnotes_sanskrit"
"1","34","सिद्धं पद्मं तथा सिंहं भद्रं वेति चतुष्टयम् ।
श्रेष्ठं तत्रापि च सुखे तिष्ठेत्सिद्धासने सदा ॥३४॥","siddhaṃ padmaṃ tathā siṃhaṃ bhadraṃ veti catuṣṭayam |
śreṣṭhaṃ tatrāpi ca sukhe tiṣṭhet siddhāsane sadā || 1.34 ||","[1.34] De fire essentielle āsanaer kaldes Siddha-, Padma-, Siṃha- og
Bhadrāsana.[^28] Af disse bør man altid inkludere den lykkebringende
Siddhāsana.
Dette er Siddhāsana:","[1.34] Lying down on the ground, like a corpse, is called Śava-āsana. It removes fatigue and gives rest to the mind.","[^28]: Siddha-āsana, 'Den fuldendte stilling', Padma-āsana, 'Lotusstillingen', Siṃha-āsana, 'Løvestillingen', Bhadra-āsana, 'Den lykkebringende stilling'.",NA,NA
"1","35","तत्र सिद्धासनम्
योनिस्थानकमङ्घ्रिमूलघटितं कृत्वा दृढं विन्यसेत्
मेण्ढ्रे पादमथैकमेव हृदये कृत्वा हनुं सुस्थिरम् ।
स्थाणुः संयमितेन्द्रियोऽचलदृशा पश्येद्भ्रुवोरन्तरं
ह्येतन्मोक्षकपाटभेदजनकं सिद्धासनं प्रोच्यते ॥३५॥","tatra siddhāsanam
yonisthānakam aṅghrimūlaghaṭitaṃ kr̥tvā dr̥ḍhaṃ vinyaset
meṇḍhre pādam athaikam eva hr̥daye kr̥tvā hanuṃ susthiram |
sthāṇuḥ saṃyamitendriyo'caladr̥śā paśyed bhruvor antaraṃ
hy etan mokṣakapāṭabhedajanakaṃ siddhāsanaṃ procyate || 1.35 ||","[1.35] Anbring hælen, hvor skeden har plads,[^29] og læg den anden
fod, så den presser mod stedet, hvor penis er placeret. Pres hagen mod
hjertet. Forbliv ubevægelig med tøjlede sanser. Se med fast blik direkte
mellem øjenbrynene. Denne āsana sprænger døren åben til mokṣa[^30] og
benævnes Siddhāsana.[^31]
Men en anden skole siger:","[1.35] Śiva taught 84 āsanas. Of these the first four being essential ones, I am going to explain them here.","[^29]: Hvilket for mandens vedkommende vil sige mellemkødet (perineum) mellem skrotum (pungen) og anus.
[^30]: Mokṣa, 'udfrielse'.
[^31]: Siddha-āsana, 'Den fuldendte stilling'. Bemærk, hvorledes de forskellige trin i denne 'fuldendte' (siddha) stilling synes at korrespondere med forskellige cakraer: Efter at have anbragt hælen, hvor skeden har plads (Mūladhāra eller Ādhāra-cakra), bør man lægge den anden fod, så den presser mod stedet, hvor penis er placeret (Svādhiṣṭhāna-cakra). Pres hagen mod hjertet (Anāhata-cakra og Viśuddhi-cakra). Forbliv ubevægelig med tøjlede sanser. Se med fast blik direkte mellem øjenbrynene (Ājñā-cakra). Denne āsana sprænger døren åben til mokṣa (Sahasrārapadma-cakra).",NA,NA
"1","36","मतान्तरे तु
मेढ्रादुपरि विन्यस्य सव्यं गुल्फं तथोपरि ।
गुल्फान्तरं च निक्षिप्य सिद्धासनमिदं भवेत् ॥३६॥","matāntare tu
meḍhrād upari vinyasya savyaṃ gulphaṃ tathopari |
gulphāntaraṃ ca nikṣipya siddhāsanam idaṃ bhavet || 1.36 ||","[1.36] Venstre ankel bør placeres over penis. Efter at have anbragt
den dér, bør højre ankel placeres oven på venstre ankel. Sådan bør
Siddhāsana være.
Hertil siger en anden fuldkommen skole, nemlig Matsyendras gamle skole:","[1.36] These four are:—The Siddha, Padma, Sinha and Bhadra. Even of these, the Siddha-āsana, being very comfortable, one should always practise it.",NA,NA,NA
"1","37","पश्चादुक्तमन्यसिद्धं मतम्पूर्वमेवमत्स्येन्द्रमतम् ।
एतत्सिद्धासनं प्राहुरन्ये वज्रासनं विदुः ।
मुक्तासनं वदन्त्येके प्राहुर्गुप्तासनं परे ॥३७॥","paścād uktam anyasiddhaṃ matam pūrvam eva matsyendramatam |
etat siddhāsanaṃ prāhur anye vajrāsanaṃ viduḥ |
muktāsanaṃ vadanty eke prāhur guptāsanaṃ pare || 1.37 ||","[1.37] Nogle kalder denne Siddhāsana, andre Vajrāsana. Nogle omtaler
den som Muktāsana, andre som Guptāsana.[^33]","[1.37] Press firmly the heel of the left foot against the perineum, and the right heel above the male organ. With the chin pressing on the chest, one should sit calmly, having restrained the senses, and gaze steadily the space between the eyebrows. This is called the Siddha āsana, the opener of the door of salvation.","[^33]: Siddha-āsana, 'Den fuldendte stilling', Vajra-āsana, 'Tordenkilestillingen, Diamantstillingen', Mukta-āsana, 'Udfrielsesstillingen', og Gupta-āsana, 'Den hemmelige stilling'.",NA,NA
"1","38","यमेष्विव मिताहार अहिंसा नियमेष्विव ।
मुख्यं सर्वासनेष्वेकं सिद्धाः सिद्धासनं विदुः ॥३८॥","yameṣv iva mitāhāra[^32] ahiṃsā niyameṣv iva |
mukhyaṃ sarvāsaneṣv ekaṃ siddhāḥ siddhāsanaṃ viduḥ || 1.38 ||","[1.38] Siddhaerne[^34] ved, at Siddhāsana er den ypperste af alle
āsanaer, ligesom sparsom diæt er den ypperste blandt yamaer og ikke-vold
er den ypperste blandt niyamaerne.[^35]","[1.38] This Siddhāsana is performed also by placing the left heel on Meḍhra (above the male organ), and then placing the right one on it.","[^34]: Siddhaerne er fuldkomne yogier, ligesom ordet siddha også kan referere til en bestemt asketisk retning kendt som Nāth Yogierne eller Nāth Siddhaerne (af nātha, 'herre').
[^35]: Yama, 'påbudt adfærd', og niyama, 'tilrådelig adfærd' (jf. fodnoterne vers 1.16). Der er ikke altid overensstemmelse mellem traditionerne (jf. at ikke-vold optræder som både en yama i det ekstra vers 1.17 og som en niyama i vers 1.38).","[^32]: Her holder vi os til GRETIL og oversætter mitāhāram i stedet for mitāhāra.",NA
"1","39","चतुरशीतिपीठेषु सिद्धमेव सदाभ्यसेत् ।
द्वासप्ततिसहस्राणां नाडीनां मलशोधनम् ॥३९ ॥","caturaśītipīṭheṣu siddham eva sadābhyaset |
dvāsaptatisahasrāṇāṃ nāḍīnāṃ malaśodhanam || 1.39 ||","[1.39] Af de 84 āsanaer bør man altid praktisere Siddhāsana, som
renser de 72.000 nāḍīer[^36] for urenheder.","[1.39] Some call this Siddhāsana, some Vajrāsana. Others call it Mukta āsana or Gupta āsana.","[^36]: Nāḍī, 'kanal, flod', refererer til kroppens mange energikanaler.",NA,NA
"1","40","आत्मध्यायी मिताहारी यावद्द्वादशवत्सरम् ।
सदा सिद्धासनाभ्यासाद्योगी निष्पत्तिमाप्नुयात् ।
किमन्यैर्बहुभिः पीठैः सिद्धे सिद्धासने सति ।॥४०॥","ātmadhyāyī mitāhārī yāvad dvādaśavatsaram |
sadā siddhāsanābhyāsād yogī niṣpattim āpnuyāt |
kim anyair bahubhiḥ pīṭhaiḥ siddhe siddhāsane sati || 1.40 ||","[1.40] Ved regelmæssig udøvelse af Siddhāsana, sparsom diæt og
meditation på ātman[^37] vil yogien opnå fuldendelse i løbet af tolv år.
Når Siddhāsana er perfektioneret, hvorfor så praktisere andre āsanaer?","[1.40] Just as sparing food is among Yamas, and Ahiṃsā among the Niyamas, so is Siddhāsana called by adepts the chief of all the āsanas.","[^37]: Ātman, 'selvet', dvs. det evige, uforanderlige og upersonlige selv i modsætning den kristne forståelse af en personlig 'sjæl'.",NA,NA
"1","41","प्राणानिले सावधाने बद्धे केवलकुम्भके ।
उत्पद्यते निरायासात्स्वयमेवोन्मनी कला ॥४१॥","prāṇānile sāvadhāne baddhe kevalakumbhake |
utpadyate nirāyāsāt svayam evonmanī kalā || 1.41 ||","[1.41] Når prāṇa[^38] bindes opmærksomt i Kevalakumbhaka,[^39] vil
Unmanī-stadiet[^40] uden videre opstå af sig selv.","[1.41] Out of the 84 āsanas Siddhāsana should always be practised, because it cleanses the impurities of 72,000 nāḍīs.","[^38]: Prāṇa, 'det vitale åndedræt, livsenergien'.
[^39]: Kevala-kumbhaka, 'Den eksklusive kumbhaka'. Kumbhaka er en bestemt åndedrætsteknik, hvor man lukker næsen med højre hånd og holder vejret, hvorved man omdanner lungerne til en 'krukke' eller 'gryde' (kumbhaka) af luft.
[^40]: Unmanī referer til et højere bevidsthedsstadie, som uddybes i kap. 4.",NA,NA
"1","42","तथैकास्मिन्नेव दृढे बद्धे सिद्धासने सदा ।
बन्धत्रयमनायासात्स्वयमेवोपजायते ॥४२॥","tathaikāsminn eva dr̥ḍhe baddhe siddhāsane sadā |
bandhatrayam anāyāsāt svayam evopajāyate || 1.42 ||","[1.42] De tre bandhaer[^41] opstår uden videre af sig selv, når denne
enestående Siddhāsana er perfekt og stabil.","[1.42] By contemplating on oneself, by eating sparingly, and by practising Siddhāsana for 12 years, the Yogī obtains success.","[^41]: Bandhaer, 'binding', er kropslåse, som behandles under yogiske teknikker (mudrāer) i kap. 3. De tre bandhaer er Mūla-bandha, Uḍḍīyana-bandha og Jālandhara-bandha. I Mūla-bandha spænder man i mellemkødet, i Uḍḍīyana-bandha trækker man maven ind og op mod brystkassen og i Jālandhara-bandha presser man hagen mod brystet.",NA,NA
"1","43","नासनं सिद्धसदृशं न कुम्भः केवलोपमः ।
न खेचरीसमा मुद्रा न नादसदृशो लयः ॥४३॥","nāsanaṃ siddhasadr̥śaṃ na kumbhaḥ kevalopamaḥ |
na khecarīsamā mudrā na nādasadr̥śo layaḥ || 1.43 ||","[1.43] Der er ingen āsana som Siddhāsana; ingen kumbhaka som
Kevalakumbhaka; ingen mudrā som Khecarīmudrā; ingen laya som
nādayoga.[^42]
Dette er Padmāsana:","[1.43] Other postures are of no use, when success has been achieved in Siddhāsana, and Prāṇa Vāyū becomes calm and restrained by Kevala Kumbhaka.","[^42]: Siddha-āsana (1.35-43), Kevala-kumbhaka (2.72-75), Khecarī-mudrā (3.31-53, 4.38 og 4.43-49), nādayoga (4.65 og 4.80-102).",NA,NA
"1","44","अथ पद्मासनम्
वामोरूपरि दक्षिणं च चरणं संस्थाप्य वामं तथा
दक्षोरूपरि पश्चिमेन विधिना धृत्वा कराभ्यां दृढम् ।
अङ्गुष्ठौ हृदये निधाय चिबुकं नासाग्रमालोकयेत्
एतद्व्याधिविनाशकारि यमिनां पद्मासनं प्रोच्यते ॥४४॥","atha padmāsanam
vāmorūpari dakṣiṇaṃ ca caraṇaṃ saṃsthāpya vāmaṃ tathā
dakṣorūpari paścimena vidhinā dhr̥tvā karābhyāṃ dr̥ḍham |
aṅguṣṭhau hr̥daye nidhāya cibukaṃ nāsāgram ālokayet
etad vyādhivināśakāri yamināṃ padmāsanaṃ procyate || 1.44 ||","[1.44] Højre fod placeres på venstre lår og venstre fod placeres på
højre lår; hold derefter begge storetæer fast med hænderne bagfra på
korrekt vis;[^43] læg hagen mod hjertet og kig på næsetippen. Denne
āsana fjerner sygdomme hos udøverne og kaldes Padmāsana.[^44]
Men en anden skole siger:","[1.44] Success in one Siddhāsana alone becoming firmly established, one gets Unmanī at once, and the three bonds (Bandhas) are accomplished of themselves.","[^43]: Hænderne krydses bag om ryggen, hvorpå der gribes om tæerne med hver hånd.
[^44]: Padma-āsana, 'Lotusstillingen'.",NA,NA
"1","45","मतान्तरे तु
उत्तानौ चरणौ कृत्वा ऊरुसंस्थौ प्रयत्नतः ।
ऊरुमध्ये तथोत्तानौ पाणी कृत्वा ततो दृशौ ॥४५॥","matāntare tu
uttānau caraṇau kr̥tvā ūrusaṃsthau prayatnataḥ |
ūrumadhye tathottānau pāṇī kr̥tvā tato dr̥śau || 1.45 ||","[1.45] Efter således at have placeret de opadvendte fødder på lårene
og de udstrakte hænder midt på lårene, bør man rette blikket;","[1.45] There is no āsana like the Siddhāsana and no Kumbhaka like the Kevala. There is no mudrā like the Khechari and no laya like the Nāda (Anāhata Nāda.)",NA,NA,NA
"1","46","नासाग्रे विन्यसेद्राजदन्तमूले तु जिह्वया ।
उत्तम्भ्य चिबुकं वक्षस्युत्थाप्य पवनं शनैः ॥४६॥","nāsāgre vinyased rājadantamūle tu jihvayā |
uttambhya cibukaṃ vakṣasy utthāpya pavanaṃ śanaiḥ || 1.46 ||","[1.46] mod næsetippen med tungen ved fortændernes rod; når hagen er
flyttet hen mod brystet, skal åndedrættet hæves gradvist.","[1.46] Place the right foot on the left thigh and the left foot on the right thigh, and grasp the toes with the hands crossed over the back. Press the chin against the chest and gaze on the tip of the nose. This is called the Padmāsana, the destroyer of the diseases of the Yamīs.",NA,NA,NA
"1","47","इदं पद्मासनं प्रोक्तं सर्वव्याधिविनाशनम् ।
दुर्लभं येन केनापि धीमता लभ्यते भुवि ॥४७॥","idaṃ padmāsanaṃ proktaṃ sarvavyādhivināśanam |
durlabhaṃ yena kenāpi dhīmatā labhyate bhuvi || 1.47 ||","[1.47] Denne āsana, der fjerner al sygdom, kaldes Padmāsana. Den er
svær at tilegne sig for de fleste, men tilegnes af den vise på jorden.
Endvidere siges det af Matsyendras skole:","[1.47] Place the feet on the thighs, with the soles upwards, and place the hands on the thighs, with the palms upwards.",NA,NA,NA
