"photo","chapter","verse","transliteration_with_image_change","transliteration","notes_parallels","notes_collation","translation_english","notes_sanskrit","notes_translation"
"ochs_000_000_002_amrtesatantram_000_030.jpg","7","3-5","jñātvā śarīraṃ suśroṇi daśanāḍipa[next image]thānugaṃ dvāsaptatisahasrais tu saptakoṭyārdhasaṃyutaṃ // 3 //  nāḍivṛndaiḥ samākrāntaṃ anale vyādhibhiḥ kṛtaṃ sūkṣmadhyānāṃṛtenaiva pareṇaivoditena tu // 4 // āpyāyaṃ kurute yogī ātmāno'tha parasya vā divyadehas tu bhavati sarvavyādhivivarjitaḥ // 5 //","jñātvā śarīraṃ suśroṇi daśanāḍipa[next image]thānugaṃ dvāsaptatisahasrais tu saptakoṭyārdhasaṃyutaṃ // 3 //  nāḍivṛndaiḥ samākrāntaṃ anale vyādhibhiḥ kṛtaṃ sūkṣmadhyānāṃṛtenaiva pareṇaivoditena tu // 4 // āpyāyaṃ kurute yogī ātmāno'tha parasya vā divyadehas tu bhavati sarvavyādhivivarjitaḥ // 5 //",NA,NA,"7.3-5. Having realized the body, O One with Beautiful Hips, as a body that follows the path of ten channels and thirty ve million channels via the seventy two thousand channels, and as a body overrun by a host of channels riddled with diseases in the re, the Yogi then lls the highest Self7 with the nectar of the subtle meditation proclaimed as the highest. He be- comes a divine body bereft of all disease. 7.6-7ab. That which is his own form, his self-perception, his stable all-pervasive being, his self-arisen supreme and stable power (śakti), the Auspicious One, abiding in his womb,8 she should be made to ow in a stable manner in the middle breath between exhalation and inhalation.",NA,NA
"ochs_000_000_002_amrtesatantram_000_031.jpg","7","7.6-7ab","yat svarūpaṃ svasaṃvedyaṃ svastha[ṃ] svavyāptisaṃbhavaṃ svoditā tu parā śakti[ḥ] svasthāvasthā tadgarbhagaḥ śivaḥ // 6 // tāṃ vahen madhyame prāṇe prāṇāpānantare dhruvaṃ","yat svarūpaṃ svasaṃvedyaṃ svastha[ṃ] svavyāptisaṃbhavaṃ svoditā tu parā śakti[ḥ] svasthāvasthā tadgarbhagaḥ śivaḥ // 6 // tāṃ vahen madhyame prāṇe prāṇāpānantare dhruvaṃ",NA,NA,"7.6-7ab. That which is his own form, his self-perception, his stable all-pervasive being, his self-arisen supreme and stable power (śakti), the Auspicious One, abiding in his womb,8 she should be made to ow in a stable manner in the middle breath between exhalation and inhalation.",NA,NA
"ochs_000_000_002_amrtesatantram_000_031.jpg","7","7.cd-8","ahaṃ bhūtvā tato mantraṃ tatsthaṃ tadcakragaṃ dhruvam // 7 // svoditena varārohe spandanaṃ spandanena tu kṛtvā tad abhimānaṃ tu janmasthāne nidhāpayet // 8 //","ahaṃ bhūtvā tato mantraṃ tatsthaṃ tadcakragaṃ dhruvam // 7 // svoditena varārohe spandanaṃ spandanena tu kṛtvā tad abhimānaṃ tu janmasthāne nidhāpayet // 8 //",NA,NA,"7.cd-8. Then, having become the mantra AHAM, established there, moving in a stable man- ner in his [own] circle (cakra); the yogi should establish his self-perception9 in the place of birth in the place of birth, by producing vibrations by his self-arising vibration, Oh Elegant One.",NA,NA
"ochs_000_000_002_amrtesatantram_000_031.jpg","7","7.9","bhāvabhedena tat sthānām mūlādhāre prayojayet nādasūcyā prayogena vedhayet sūkṣmayogataḥ // 9 //","bhāvabhedena tat sthānām mūlādhāre prayojayet nādasūcyā prayogena vedhayet sūkṣmayogataḥ // 9 //",NA,NA,"7.9. By distinguishing levels of being, the yogi should unite that [his self-perception] from that place with the root base. By applying the needle of sound, he should pierce those levels through the application of the subtle yoga.",NA,NA
"ochs_000_000_002_amrtesatantram_000_031.jpg","7","7.10","ādharaḥ ṣoḍaśaṃ bhitvā granthidvādaśakaṃ tathā madhyanāḍipathārūḍho vedhayet paramaṃ dhruvaṃ // 10 //","ādharaḥ ṣoḍaśaṃ bhitvā granthidvādaśakaṃ tathā madhyanāḍipathārūḍho vedhayet paramaṃ dhruvaṃ // 10 //",NA,NA,"7.10. Having pierced the sixteen centres  and the twelve knots, the one who has mounted the path of the central channel  should penetrate steadily towards the highest.",NA,NA
"ochs_000_000_002_amrtesatantram_000_031.jpg","7","11-13","tatpravistas tadā bhūtvā tatsamo vyāpakaḥ śivaḥ sarvāmayaparityā[next image]gān niṣkalaṃ kṣobhyaśaktitaḥ // 11 // punar āpyāya tenaiva mārgeṇa hṛdayāntaraṃ tatra praviṣṭamātraṃs tu dhyāyalabdhaṃ rasāyanaṃ // 12 // viśrāmyānubhavaṃ prāpya tasmāt sthānāt pravāhayet sarvaṃ tad amṛtaṃ vegāt sarvatraiva nirodhayet // 13 //","tatpravistas tadā bhūtvā tatsamo vyāpakaḥ śivaḥ sarvāmayaparityā[next image]gān niṣkalaṃ kṣobhyaśaktitaḥ // 11 // punar āpyāya tenaiva mārgeṇa hṛdayāntaraṃ tatra praviṣṭamātraṃs tu dhyāyalabdhaṃ rasāyanaṃ // 12 // viśrāmyānubhavaṃ prāpya tasmāt sthānāt pravāhayet sarvaṃ tad amṛtaṃ vegāt sarvatraiva nirodhayet // 13 //",NA,NA,"7.11-13. [The yogi] who has entered that [the highest condition] becomes equal to Śiva, the all-pervading, due to the agitated Śakti, who drives away all diseases completely, and hav- ing lled the interior of the heart again by that path, he reaches the penetrated, elementary matter of the channel of elixir obtained by meditation;11 having obtained this experience, he should cause all that elixir to ow quickly from that place and leave it remaining every- where.",NA,NA
"ochs_000_000_002_amrtesatantram_000_032.jpg","7","14-15","anantanāḍibhedena hy anantāmṛtam uttamaṃ anantadhyānayogena paripūrya svakaṃ puram // 14 // bhuktājarāmaras tadvat sabāhyābhyantaraṃ priye evaṃ mṛtyujitāt sarvaṃ sūkṣmanādena pūritaṃ // 15 //","anantanāḍibhedena hy anantāmṛtam uttamaṃ anantadhyānayogena paripūrya svakaṃ puram // 14 // bhuktājarāmaras tadvat sabāhyābhyantaraṃ priye evaṃ mṛtyujitāt sarvaṃ sūkṣmanādena pūritaṃ // 15 //",NA,NA,"7.14-15. Ones own body, entirely lled with the supreme in nite nectar and with the joy of non-death and non-old age, becomes completely lled with the subtle sound both in- ternally and externally, O Beloved, due to the Conqueror of Death, by distinguishing the in nite channel and by the Yoga of Visualizing Meditation. [This ends the rst technique.]",NA,NA
"ochs_000_000_002_amrtesatantram_000_032.jpg","7","16-17","tadāsau siddhyate kṣipraṃ satyaṃ devi na cānyathā janmasthānaṃ samāśṛtya spandastham madhyamāṃ kalāṃ // 16 // tatsthaṃ kṛtvā tadātmānaṃ kālāgniṃ tu samāśrayet gatvā gṛhītavijñānaṃ vīryaṃ tatraiva nikṣipet // 17 //","tadāsau siddhyate kṣipraṃ satyaṃ devi na cānyathā janmasthānaṃ samāśṛtya spandastham madhyamāṃ kalāṃ // 16 // tatsthaṃ kṛtvā tadātmānaṃ kālāgniṃ tu samāśrayet gatvā gṛhītavijñānaṃ vīryaṃ tatraiva nikṣipet // 17 //",NA,NA,"7.16-17. Then that [divine body] is attained quickly and, truly, in no other way, O Goddess! Having established himself in the place of birth, namely the place of vibration, the middle constituent,12 residing there, he should resort to the Self, the Fire of Time, and having gone there, he should throw his virile power, the attained insight, just there.",NA,NA
"ochs_000_000_002_amrtesatantram_000_032.jpg","7","18","tadvīryāt paramāṃ śaktiṃ kriyākhyamadhyamoditā vijñānenordhvato bhinnā granthibhedena cecchayā // 18 //","tadvīryāt paramāṃ śaktiṃ kriyākhyamadhyamoditā vijñānenordhvato bhinnā granthibhedena cecchayā // 18 //",NA,NA,"7.18. Then, from that virile power, the Supreme Power,13 known as action, arises in the mid- dle. She is separated upwards by insight, the distinguishing of the knots, and by will.",NA,NA
"ochs_000_000_002_amrtesatantram_000_032.jpg","7","19","mūlaspandaṃ samāśṛtya tyaktvā vāhadvayaṃ tataḥ prathamārgapravāhena suṣūmnākhyaṃ samāśra[next image]yet // 19 //","mūlaspandaṃ samāśṛtya tyaktvā vāhadvayaṃ tataḥ prathamārgapravāhena suṣūmnākhyaṃ samāśra[next image]yet // 19 //",NA,NA,"7.19. The yogi should resort to the vibration of the root centre and, having abandoned it, the yogi should resort to the twofold ow (of the inbreath and outbreath) by the name of Suṣumnā through the ow of the outspread path.",NA,NA
"ochs_000_000_002_amrtesatantram_000_033.jpg","7","20","tadevāśṛtya viramet tatsarvendriyagocare tadā pratyastamenaiva vijñānenordhvataḥ kramāt // 20 //","tadevāśṛtya viramet tatsarvendriyagocare tadā pratyastamenaiva vijñānenordhvataḥ kramāt // 20 //",NA,NA,"7.20. Then, resorting to that, the yogi should pause in all his spheres of the senses and then gradually rise upwards by means of the eightfold insight.14",NA,NA
"ochs_000_000_002_amrtesatantram_000_033.jpg","7","21","brahmādikāraṇānāṃ tu tyāgaṃ kṛtvā śanaiḥ śanaiḥ ṣannāṃ śaktimataḥ prāpya kuṇḍalākhyāṃ nirodhikāṃ // 21 //","brahmādikāraṇānāṃ tu tyāgaṃ kṛtvā śanaiḥ śanaiḥ ṣannāṃ śaktimataḥ prāpya kuṇḍalākhyāṃ nirodhikāṃ // 21 //",NA,NA,"7.21. Having gradually given up the causes beginning with Brahmā and having attained the sixth centre possessing power, she called the Crooked One is restrained.15 . [Now begins a new topic]",NA,NA
"ochs_000_000_002_amrtesatantram_000_033.jpg","7","22-25","māyādigranthibhedena hṛdyādauvyomapañcakaṃ janmamūle samayākhyā granthir janmanipāśataḥ // 22 // brahmā viṣṇus tathā rudraīśvaraś ca sadāśivaḥ kāraṇasthā tu pañcaivaṃ granthādau samudāhṛtam // 23 // indikākhyā tu yā granthir vimārge stanmanā tu sā tadūrdhvaṃ dīpikācaiva tadūrdhvaṃ caiva vaidadhī // 24 // nādākhyā tu mahāgranthiśaktigranthis tv ataḥ param granthir dvādaśakaṃ bhitvā praviśet paramaṃ śivam // 25 //","māyādigranthibhedena hṛdyādauvyomapañcakaṃ janmamūle samayākhyā granthir janmanipāśataḥ // 22 // brahmā viṣṇus tathā rudraīśvaraś ca sadāśivaḥ kāraṇasthā tu pañcaivaṃ granthādau samudāhṛtam // 23 // indikākhyā tu yā granthir vimārge stanmanā tu sā tadūrdhvaṃ dīpikācaiva tadūrdhvaṃ caiva vaidadhī // 24 // nādākhyā tu mahāgranthiśaktigranthis tv ataḥ param granthir dvādaśakaṃ bhitvā praviśet paramaṃ śivam // 25 //",NA,NA,"7.22-25. By distinguishing the knots beginning with illusion, [the yogi] should enter the ve voids beginning with the heart; the knot in the root centre of birth is known as 'gathering' due to it’s binding in the place of birth; the locations of the causes are declared to be ve, beginning with the knots, namely Brahmā, Viṣṇu, Rudra, Īśvara, and Sadāśiva; the knot known as 'kindling' [is Śiva], calming the two paths; above that is 'light'; and above that is the drop'; the great knot is known as 'sound'; and further, the Power knot is 'the Supreme'. Having pierced these twelve knots, the yogi should enter Supreme Śiva.",NA,NA
"ochs_000_000_002_amrtesatantram_000_033.jpg","7","26","brahmāṇaṃ ca tathā viṣṇuṃ rudraṃ caiveśvaras tathā sadāśivaṃ tathā śaktiṃ śivasthānaṃ prabhedayet // 26 //","brahmāṇaṃ ca tathā viṣṇuṃ rudraṃ caiveśvaras tathā sadāśivaṃ tathā śaktiṃ śivasthānaṃ prabhedayet // 26 //",NA,NA,"7.26. The yogi should pierce the abodes of Brahmā, Viṣṇu, Rudra, Īśvara, Sadāśiva, Śakti, and Śiva.",NA,NA
"ochs_000_000_002_amrtesatantram_000_033.jpg","7","27-28a","khaṃanantaṃ tu janmākhyena nābhau vyoma dvitīyakam tṛtīyaṃ tu hṛdi sthāne caturthaṃ vindumadhyataḥ // 27 // nādākhyaṃ tu samu[next image]diṣṭaṃ ṣaḍcakram adhunocyate janmākhyaṃ nāḍicakraṃ tu nābhau māyākhyam uttamaṃ // 28 //","khaṃanantaṃ tu janmākhyena nābhau vyoma dvitīyakam tṛtīyaṃ tu hṛdi sthāne caturthaṃ vindumadhyataḥ // 27 // nādākhyaṃ tu samu[next image]diṣṭaṃ ṣaḍcakram adhunocyate janmākhyaṃ nāḍicakraṃ tu nābhau māyākhyam uttamaṃ // 28 //",NA,NA,"7.27-28a. The endless void is known as 'birth'; the second void is in the navel; the third is in the place of the heart; the fourth is in the middle of the drop; then the one known as 'sound' is pierced.",NA,NA
"ochs_000_000_002_amrtesatantram_000_034.jpg","7","29","hṛdisthaṃ yogicakraṃ tu tālusthaṃ bhedanaṃ smṛtaṃ binḍūsthaṃ bhedacakraṃ ca nādasthaṃ śāntam ucyate // 29 //","hṛdisthaṃ yogicakraṃ tu tālusthaṃ bhedanaṃ smṛtaṃ binḍūsthaṃ bhedacakraṃ ca nādasthaṃ śāntam ucyate // 29 //",NA,NA,"7.28b-7.29. Now, the six circle system is told: the channel circle is known as 'birth'; in the navel is the supreme circle known as 'illusion'; the 'yogi' circle is in the heart; the place of the uvular is remembered as 'splitting'; and the place of the drop is known as 'rupture'; while the place of sound is said to be 'tranquility.'",NA,NA
"ochs_000_000_002_amrtesatantram_000_034.jpg","7","30","pūrvoktāni ca sarvāṇi jñānaśūlena bhedayet ākramyā dharajanmākhyaṃ tanmūlaṃ pīḍayec chanaiḥ // 30 //","pūrvoktāni ca sarvāṇi jñānaśūlena bhedayet ākramyā dharajanmākhyaṃ tanmūlaṃ pīḍayec chanaiḥ // 30 //",NA,NA,"7.30. The yogi should pierce all the circles previously spoken about with the trident of knowledge. Having ascended, the yogi should gently press the root known as the 'birth support'.16",NA,NA
"ochs_000_000_002_amrtesatantram_000_034.jpg","7","31-32b","tasyādharasya suśroṇi paryāyān śṛṇvataḥ paraṃ janmasthānaṃ tu kūrmākhyaṃ kūrmākhyaṃ sthānaṃ pañcakaṃ // 31 // matsyodaraṃ tathaivaṃ hi mūlādharaṃ taducyate tasmāt tāṃ khecarākhyāṃ tu mudrāṃ vindeta yogavit // 32 //","tasyādharasya suśroṇi paryāyān śṛṇvataḥ paraṃ janmasthānaṃ tu kūrmākhyaṃ kūrmākhyaṃ sthānaṃ pañcakaṃ // 31 // matsyodaraṃ tathaivaṃ hi mūlādharaṃ taducyate tasmāt tāṃ khecarākhyāṃ tu mudrāṃ vindeta yogavit // 32 //",NA,NA,"7.31-32b. Hear the synonyms of that support, O One with Beautiful Hips, namely 'the supreme', the location of birth', 'the bulb', and 'the tortoise'. The places are ve. Thus, the root circle is also said to be 'the sh belly'.",NA,NA
"ochs_000_000_002_amrtesatantram_000_034.jpg","7","32cd","tasmāt tāṃ khecarākhyāṃ tu mudrāṃ vindeta yogavit // 32 //","tasmāt tāṃ khecarākhyāṃ tu mudrāṃ vindeta yogavit // 32 //",NA,NA,"7.32cd. Afterwards, the knower of yoga should nd the seal called 'sky-goer'.",NA,NA
"ochs_000_000_002_amrtesatantram_000_034.jpg","7","33","mudrāyā tu tadā devi ātmā vai mudrito yadā tadā cordhvaṃ tu vicared vijñānenordhvataḥ kramāt // 33 //","mudrāyā tu tadā devi ātmā vai mudrito yadā tadā cordhvaṃ tu vicared vijñānenordhvataḥ kramāt // 33 //",NA,NA,"7.33. When by the seal, O Goddess, the self is sealed, then he should gradually ascend up- wards by means of insight to the highest place.",NA,NA
"ochs_000_000_002_amrtesatantram_000_034.jpg","7","34","vidyād bhindyāt paraṃ yāvat sthānaṃ suravarārcitaṃ tatsthānaṃ devi saṃprāpya yoginī samaraso bhavet // 34 //","vidyād bhindyāt paraṃ yāvat sthānaṃ suravarārcitaṃ tatsthānaṃ devi saṃprāpya yoginī samaraso bhavet // 34 //",NA,NA,"7.34. While the chief of the gods praises that highest place, O Goddess, one having entered it with deep wisdom, should become of same essence as Yoginīs.17",NA,NA
"ochs_000_000_002_amrtesatantram_000_034.jpg","7","35","niṣkalaṃ bhāvam āpanno vyāpakaḥ paramaḥ śivaḥ evaṃ bhūtvā samaṃ sarvaṃ nispandaṃ sarvatoditam // 35 //","niṣkalaṃ bhāvam āpanno vyāpakaḥ paramaḥ śivaḥ evaṃ bhūtvā samaṃ sarvaṃ nispandaṃ sarvatoditam // 35 //",NA,NA,"7.35. [The Yogi] having obtained the partless condition [which is] the all-pervading, supreme Śiva, and having become so, all is equal, motionless, wholeness and always arisen.",NA,NA
"ochs_000_000_002_amrtesatantram_000_034.jpg","7","36","tataḥ pravartate śaktir lakṣahīnā nirāmayā [next image] icchāmātravinirdiṣṭā jñānarūpā kriyātmikā // 36 //","tataḥ pravartate śaktir lakṣahīnā nirāmayā [next image] icchāmātravinirdiṣṭā jñānarūpā kriyātmikā // 36 //",NA,NA,"7.36. Thus, without de nition, free from suﬀering, the energy manifests [itself] shown only by will, cognition [and ] action.",NA,NA
"ochs_000_000_002_amrtesatantram_000_035.jpg","7","37","ekā sā bhāvabhedena tasya bhedena saṃsthitā khecarīmudrayāpūrya śaktyantaṃ tatra sarvataḥ // 37 //","ekā sā bhāvabhedena tasya bhedena saṃsthitā khecarīmudrayāpūrya śaktyantaṃ tatra sarvataḥ // 37 //",NA,NA,"7.37. She [the Power] is one, established there and everywhere through diﬀerent stages of being [and] by his dividing, having been lled up to the level of Power by the use of the seal of the sky-goer.",NA,NA
"ochs_000_000_002_amrtesatantram_000_035.jpg","7","38","yāvac ca noditaścandras tāvat sūnyaṃ nirañjanam/ bhāvagrāhyasamākīrṇaṃ sarvāvasthojjhitaṃ param // 38 //","yāvac ca noditaścandras tāvat sūnyaṃ nirañjanam/ bhāvagrāhyasamākīrṇaṃ sarvāvasthojjhitaṃ param // 38 //",NA,NA,"7.38. And as long as the moon has not risen, so long the condition of spotless emptiness [is obtained], the supreme in which all [lower] conditions are abandoned, is attained by grasp- ing being.18",NA,NA
"ochs_000_000_002_amrtesatantram_000_035.jpg","7","39","vyāpakaṃ parameśānam anaupamyam anāmayam/ bhavanti yoginas tatra tadārūḍhā varānane // 39 //","vyāpakaṃ parameśānam anaupamyam anāmayam/ bhavanti yoginas tatra tadārūḍhā varānane // 39 //",NA,NA,"7.39. Having ascended to that, the Yogis become the the all-pervading state, majestic, un- paralleled, and free from disease, O best of living beings.",NA,NA
"ochs_000_000_002_amrtesatantram_000_035.jpg","7","40","sā yoniḥ sarvadevānāṃ śaktīnāṃ vyāpyasarvataḥ/ agnīṣomātmikā yonis tasmāt sarvaṃ pravartate // 40 //","sā yoniḥ sarvadevānāṃ śaktīnāṃ vyāpyasarvataḥ/ agnīṣomātmikā yonis tasmāt sarvaṃ pravartate // 40 //",NA,NA,"7.40. She [the Power] is the womb of all the gods and also of all all the powers in various ways. Her womb is of the nature of re and moon [from which] everything is manifested.",NA,NA
"ochs_000_000_002_amrtesatantram_000_035.jpg","7","41","tatra saṃgraṃthitā mantrās trāṇavanto bhavanti hi/ sarveṣāṃ caiva saṃhāraṃ tad eva paramaṃ padam // 41 //","tatra saṃgraṃthitā mantrās trāṇavanto bhavanti hi/ sarveṣāṃ caiva saṃhāraṃ tad eva paramaṃ padam // 41 //",NA,NA,"7.41. For the mantras which are strung together in her, become transformative and the supreme state itself is the (re)absorption of all.",NA,NA
"ochs_000_000_002_amrtesatantram_000_035.jpg","7","42","tasmāt pravartate sṛṣṭir vikṣobhya paramaṃ śivam/ anaupamyāmṛtaṃ prāpya binduṃ vikṣobhya līlayā // 42 //","tasmāt pravartate sṛṣṭir vikṣobhya paramaṃ śivam/ anaupamyāmṛtaṃ prāpya binduṃ vikṣobhya līlayā // 42 //",NA,NA,"7.42. Therefore having agitated the supreme Śiva, creation is manifested [from her and] hav- ing playfully agitated the drop, [the Yogi] obtains the incomparable nectar.",NA,NA
"ochs_000_000_002_amrtesatantram_000_035.jpg","7","43","candrodayaṃ tathākhyātaṃ paramāmṛtam uttamam/ bahalāmṛtakallolam anantaṃ tatra saṃsmaret // 43 //","candrodayaṃ tathākhyātaṃ paramāmṛtam uttamam/ bahalāmṛtakallolam anantaṃ tatra saṃsmaret // 43 //",NA,NA,"7.43. Then with the arising of the moon, the supreme, highest nectar is made known. There [the yogī] should meditate on the deep, wave of in nite nectar.",NA,NA
"ochs_000_000_002_amrtesatantram_000_035.jpg","7","44","tasmāt prāpyāmṛtaṃ śuddhaṃ svaśaktyā caiva karṣayet/ madhyamārgeṇa suśroṇi kāraṇāṇi prabhedayet // 44 //","tasmāt prāpyāmṛtaṃ śuddhaṃ svaśaktyā caiva karṣayet/ madhyamārgeṇa suśroṇi kāraṇāṇi prabhedayet // 44 //",NA,NA,"7.44. Then having obtained the pure nectar, [the Yogi] should draw it by his own power through the middle path, O slender waisted one, [and] he should pierce [the levels] begin- ning with the causes [as previously described].",NA,NA
"ochs_000_000_002_amrtesatantram_000_035.jpg","7","45","āpyā[next image]yanaṃ prakurvīt sthāne sthāne 'py anukramāt/ yāvad brahmapadaṃ prāptaṃ tasmād āpyāyayed adhaḥ // 45 //","āpyā[next image]yanaṃ prakurvīt sthāne sthāne 'py anukramāt/ yāvad brahmapadaṃ prāptaṃ tasmād āpyāyayed adhaḥ // 45 //",NA,NA,"7.45. [The Yogi in imagination] should ll the places [i.e. the centres of the body with nec- tar] in due order, so that the absolute place is attained [at the crown of the head]. Then he should ll [the centres] below it.",NA,NA
"ochs_000_000_002_amrtesatantram_000_036.jpg","7","46","janmasthānapadāc caiva kālāgnau ca pracakramet/ tad āpūrya samantāt tu paripūrṇaṃ smaret punaḥ // 46 //","janmasthānapadāc caiva kālāgnau ca pracakramet/ tad āpūrya samantāt tu paripūrṇaṃ smaret punaḥ // 46 //",NA,NA,"7.46. [The yogi] should [then] proceed in stages along the path from the place of generation to the re of time [in the big toe], then having lled [himself with nectar, he] should medi- tate the body as completely full.",NA,NA
"ochs_000_000_002_amrtesatantram_000_036.jpg","7","47","suṣumnāmṛtenākhilaṃ paripūrṇaṃ vibhāvayet/ anantanāḍibhis tatra romakūpaiḥ samantataḥ // 47 //","suṣumnāmṛtenākhilaṃ paripūrṇaṃ vibhāvayet/ anantanāḍibhis tatra romakūpaiḥ samantataḥ // 47 //",NA,NA,"7.47. [The Yogi] should visualise the entire [body] lled with the nectar of the central chan- nel [ owing] through the endless channels completely through to the pores [of the skin].",NA,NA
"ochs_000_000_002_amrtesatantram_000_036.jpg","7","48","niṣkramya vyāpako bhūtvā svamṛtormibhir ākulam/ amṛtārṇavasaṃrūḍhaṃ majjantam amṛtārṇave // 48 //","niṣkramya vyāpako bhūtvā svamṛtormibhir ākulam/ amṛtārṇavasaṃrūḍhaṃ majjantam amṛtārṇave // 48 //",NA,NA,"7.48. [The Yogi] having caused [the nectar] to ow [through the body], having become com- pletely pervaded by the waves of nectar [and] the ocean of nectar having sprung up, [he be- comes] immersed in the ocean of nectar.",NA,NA
"ochs_000_000_002_amrtesatantram_000_036.jpg","7","49","tadūrdhve hy amṛtāṇaṃ tu pradrutaṃ vyāpakaṃ śivam/ evaṃ samarasībhūtvā hy amṛtaṃ sarvatomukham // 49 //","tadūrdhve hy amṛtāṇaṃ tu pradrutaṃ vyāpakaṃ śivam/ evaṃ samarasībhūtvā hy amṛtaṃ sarvatomukham // 49 //",NA,NA,"7.49. Higher than that [there is another] ocean of nectar which is the all-pervading Śiva owing forth, so [the Yogi achieves] the sameness of avour [with that], which is the nectar that is all pervading.",NA,NA
"ochs_000_000_002_amrtesatantram_000_036.jpg","7","50","icchājñānakriyārūpaṃ śivam ātmasvakam vibhum / nirāmayam anuprāpya svānubhūtaṃ vibhāvayet // 50 //","icchājñānakriyārūpaṃ śivam ātmasvakam vibhum / nirāmayam anuprāpya svānubhūtaṃ vibhāvayet // 50 //",NA,NA,"7.50. Having attained the condition without suﬀering, he should discover through his own experience that his own true nature is Śiva, whose nature is will, cognition, and action.",NA,NA
"ochs_000_000_002_amrtesatantram_000_036.jpg","7","51","amṛteśapadaṃ sūkṣmaṃ saṃprāpyaivāmṛtībhavet/ tadāsāuhyamṛtībhūtvā mṛtyujinnātra saṃśayaḥ // 51 //","amṛteśapadaṃ sūkṣmaṃ saṃprāpyaivāmṛtībhavet/ tadāsāuhyamṛtībhūtvā mṛtyujinnātra saṃśayaḥ // 51 //",NA,NA,"7.51. Having attained the subtle state of the Lord of Immortality, [the Yogi] becomes im- mortal. Then having become immortal [he will become] the conqueror of death, without doubt.",NA,NA
"ochs_000_000_002_amrtesatantram_000_036.jpg","7","52","kālajit subhago vīro mṛtyus tasya na bādhate/ kālasya vañcanaṃ sūkṣmaṃ mayā te prakaṭīkṛtam // 52 //","kālajit subhago vīro mṛtyus tasya na bādhate/ kālasya vañcanaṃ sūkṣmaṃ mayā te prakaṭīkṛtam // 52 //",NA,NA,"7.52. The fortunate, wise [Yogi] who is a conqueror of time is not troubled by death. The subtle [visualisation] for the cheating of time has been revealed to you by me.",NA,NA
"ochs_000_000_002_amrtesatantram_000_036.jpg","7","53","na kasyacin mayākhyātaṃ tvadṛte bhaktiva[next image]tsale // 53 // iti amṛteśavidhāne sūkṣmadhyānādhikāraḥ saptamaḥ paṭalaḥ","na kasyacin mayākhyātaṃ tvadṛte bhaktiva[next image]tsale // 53 // iti amṛteśavidhāne sūkṣmadhyānādhikāraḥ saptamaḥ paṭalaḥ",NA,NA,"7.53. Except for you, O devoted one, [this practice] has not been revealed by me to anyone. Thus [ends] the seventh chapter concerning the subtle meditation in the practice of the im- mortal Lord.",NA,NA
"ochs_000_000_002_amrtesatantram_000_037.jpg","8","1","aṣṭamo' dhikāraḥ. bhagavān uvāca atha mṛtyuñjayaṃ nityaṃ paraṃ caivādhunocyate / yaṃ prāpya na nivartatte saṃsāre trividhe priye // 1 //","aṣṭamo' dhikāraḥ. bhagavān uvāca atha mṛtyuñjayaṃ nityaṃ paraṃ caivādhunocyate / yaṃ prāpya na nivartatte saṃsāre trividhe priye // 1 //",NA,"1a bhagavān ] N1 N2 : śrībhagavān K1 ; mṛtyuñjayaṃ ] N2 K1 : mṛtyuñjaya N1 1b paraṃ ] K1 N2 : para N1 1c yaṃ prāpya na nivartatte ] N1 N2 : yat prāpya na pravarteta K1","The Lord spoke: 8.1. So now I will proclaim the eternal, supreme conqueror of death, attaining which one does not return to the threefold [world] of rebirth, O beloved.1 .",NA,NA
"ochs_000_000_002_amrtesatantram_000_037.jpg","8","2","yogī sarvagato bhāti sarvadṛk sarvakṛc chivaḥ / tam ahaṃ kathayiṣyāmi yasmād anyan na vidyate // 2 //","yogī sarvagato bhāti sarvadṛk sarvakṛc chivaḥ / tam ahaṃ kathayiṣyāmi yasmād anyan na vidyate // 2 //",NA,"2c taṃ ] N1 N2 : tad K1","8.2. The Yogi shines forth as Śiva who is the omnipresent, all seeing, [and] all doing. I will speak about that [condition], beyond which there is nothing else.",NA,NA
